# SGY_fanqie: Database of Guangyun (廣韻) 3,874 Xiaoyun Representative Characters
#
# Version: 1.1.0
# Date: 6 June 2026
# Last modified: 16 July 2026
#
# Copyright (c) 2026 IKEDA Shoju (Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# CSV Format information:
#
# hanzi                  Chinese character headword in Guangyun (廣韻の見出し字)
# hanzi_alt              Chinese character headword in Qieyun (切韻の見出し字)
# fanqie                 Fanqie in Guangyun (廣韻反切)
# fanqie_alt             Fanqie in Qieyun (切韻反切)
# entry_no               Serial entry number
# fanqie_note            Textual notes on differences among Qieyun系 documents (Qieyun, Wang I/II/III, Tangyun, Guangyun, etc.)
# volume_rhyme_yunmu_raw Volume, sequence number, and rhyme in Guangyun (廣韻の巻・序数・韻)
# volume_rhyme_yunmu     Volume, sequence number, and rhyme in Qieyun (切韻の巻・序数・韻)
# word_id                Location of the character in Guangyun (廣韻所在); corresponding ID in sbgy.xml (8-digit number excluding 'w' prefix)
# wuyun                  Traditional Five Tones classification (五音: 舌音, 唇音, etc.)
# qingzhuo               Fourfold classification of voicing (清濁: 全清, 次清, 全濁, 次濁)
# shengmu                Initial consonant (声母) based on the Thirty-Six Initials (三十六字母) system (Song Dynasty style)
# shengmu_deng           Initial consonant with division (等) number
#
# Features:
# This dataset features an independent initial consonant (声母) classification system
# separate from sbgy.xml and Guangyun.csv (see wuyun / qingzhuo / shengmu / shengmu_deng above).
# The 'fanqie_note' column enables comparative analysis with various Qieyun-lineage primary sources.
#
# Data Quality Notes:
# - The following columns present in earlier working versions of this file were derived
#   from non-original (third-party) data and have been removed as of this revision:
#   rhyme_num, tone_volume_code, rhyme_id, entry_index, entry_subindex,
#   she_kaihe_deng, fanqie_marked.
# - This dataset was compiled and revised intermittently over more than a decade.
#   During that process, a linking error caused misalignment in the 'fanqie_note'
#   column. The affected entries have been corrected to the extent currently possible,
#   but a full, systematic verification of 'fanqie_note' across the entire dataset
#   has not yet been completed. Users should treat 'fanqie_note' with corresponding
#   caution until this review is finished.
hanzi,hanzi_alt,fanqie,fanqie_alt,entry_no,fanqie_note,volume_rhyme_yunmu_raw,volume_rhyme_yunmu,word_id,wuyun,qingzhuo,shengmu,shengmu_deng
勃,勃,蒲沒,蒲沒,3441,切3 王1 王3 P3694背 広 蒱没 王2 蒱[ ] 唐,5:11:沒,5:10:沒,517b0302,唇音,全濁,並,並1
咄,咄,當沒,當沒,3442,切3 王1 王2 王3 唐 P3694背 広 ,5:11:沒,5:10:沒,517b0607,舌音,全清,端,端1
宊,宊,他骨,他骨,3443,切3 王1 王2 王3 P3694背 広 他[ ] 唐,5:11:沒,5:10:沒,517b0703,舌音,次清,透,透1
突,突,陀骨,陁骨,3444,切3 王1 王2 P3694背 陁忽 王3 他骨 唐 陀骨 広,5:11:沒,5:10:沒,517b0804,舌音,全濁,定,定1
𩑦,𩑦,烏沒,烏沒,3445,切3 王1 王2 王3 唐 P3694背 広,5:11:沒,5:10:沒,518a0202,喉音,全清,影,影1
忽,忽,呼骨,呼骨,3446,切3 王1 王2 王3 唐 P3694背 広,5:11:沒,5:10:沒,518a0305,喉音,全清,曉,曉1
兀,兀,五忽,五忽,3447,切3 王1 王2 王3 唐 P3694背 広,5:11:沒,5:10:沒,518a0701,牙音,清濁,疑,疑1
䪬,䪬,普沒,普沒,3448,切3 王1 王2 王3 唐 P3694背 広,5:11:沒,5:10:沒,518a0905,唇音,次清,滂,滂1
𠀽,𠀽,勒沒,勒沒,3449,切3 王1 王2 王3 唐 P3694背 広,5:11:沒,5:10:沒,518a1002,半舌音,清濁,來,來1
窟,窟,苦骨,苦骨,3450,王1 王2 王3 唐 P3694背 広 苦角 切3,5:11:沒,5:10:沒,518a1007,牙音,次清,溪,溪1
訥,訥,内骨,諾骨,3451,切3 王2 P3694背 諾忽 王3 奴骨 唐 内骨 広,5:11:沒,5:10:沒,518b0208,舌音,清濁,泥,泥1
窣,窣,蘇骨,蘇骨,3452,切3 王1 王3 唐 P3694背 広 蘇没 王2,5:11:沒,5:10:沒,518b0305,齒音,全清,心,心1
猝,猝,倉沒,麁沒,3453,切3 王1 王2 王3 唐  倉没 広,5:11:沒,5:10:沒,518b0404,齒音,次清,清,清1
捽,捽,昨沒,昨沒,3454,#N/A,5:11:沒,5:10:沒,518b0503,齒音,全濁,從,從1
麧,麧,下沒,下沒,3455,切3 王1 王2紇 王3 唐 P3694背 広,5:11:沒,5:10:沒,518b0601,喉音,全濁,匣,匣1
卒,卒,臧沒,則沒,3456,切3 王1 王2 王3 P3694背 ⿵戊臣没 唐 臧沒 広,5:11:沒,5:10:沒,518b0902,齒音,全清,精,精1
⿱冂父,⿱冂父,土骨,土骨,3457,,5:11:沒,5:10:沒,517a1003,舌音,次清,透,透
搰,搰,戸骨,戸骨,3458,,5:11:沒,5:10:沒,518b0702,喉音,全濁,匣,匣
末,末,莫撥,莫割,3459,切3 王1 王3 唐 P3694背 莫曷 王2 莫撥 広/切3 王1 王3 唐 P2017 P3694表 広,5:13:末,5:11:末,520a0101,唇音,清濁,明,明1
枂,枂,五活,五活,3460,切3 王1 王2 王3 唐 P3694背 広,5:13:末,5:11:末,520a0505,牙音,清濁,疑,疑合1
撥,撥,北末,博末,3461,切3 王1 王2 王3 唐 P3694背 北末 広,5:13:末,5:11:末,520a0601,,,幫,幫1
𩯳,𩯳,姉末,姉末,3462,切3 王1 王3 P3694背 広 子末 王2 妹末 唐,5:13:末,5:11:末,520a0803,齒音,全清,精,精開1
括,括,古活,古活,3463,切3 王1 王2 王3 唐 P3694背 広,5:13:末,5:11:末,520a0901,牙音,全清,見,見合1
闊,闊,苦栝,苦栝,3464,切3 王1 王2 王3 唐 P3694背 広,5:13:末,5:11:末,520b0301,牙音,次清,溪,溪合1
活,活,戸括,戸括,3465,切3 王1 王2 王3 唐 P3694背 広,5:13:末,5:11:末,520b0401,喉音,全濁,匣,匣合1
奪,奪,徒活,徒活,3466,王2 王3 唐 P3694背 広 徒括 切3 王1,5:13:末,5:11:末,520b0504,舌音,全濁,定,定合1
豁,豁,呼括,呼括,3467,王2 王3 唐 P3694背 広 呼活 切3,5:13:末,5:11:末,520b0701,喉音,全清,曉,曉合1
斡,斡,烏括,烏活,3468,切3 王1 王2 王3 P3694背 烏括 唐 広,5:13:末,5:11:末,520b0709,喉音,全清,影,影合1
繓,繓,子括,子括,3469,切3 王1 王2 王3 唐 広 [ ]括 P3694背,5:13:末,5:11:末,520b0902,齒音,全清,精,精合1
鏺,鏺,普活,普括,3470,切3 王1 王3 P3694背 普活 王3 唐 広,5:13:末,5:11:末,520b0905,唇音,次清,滂,滂1
侻,侻,他括,他活,3471,切3 王3 唐 P3694背 他括 王2 広,5:13:末,5:11:末,521a0105,舌音,次清,透,透合1
捋,捋,郎括,盧活,3472,切3 王1 王2 王3 P3694背 郎括 唐 広,5:13:末,5:11:末,521a0204,半舌音,清濁,來,來合1
掇,掇,丁括,多括,3473,王2 王3 唐 P3694背 多活 切3 王1 丁括 広,5:13:末,5:11:末,521a0303,舌音,全清,端,端合1
撮,撮,倉括,七括,3474,切3 王1 王2 唐 P3694背 七括 王2 倉括 唐 広,5:13:末,5:11:末,521a0404,齒音,次清,清,清合1
跋,跋,蒲撥,蒲撥,3475,王1 王3 P3694背 広 蒱撥 王2 唐 蒲活 切3,5:13:末,5:11:末,521a0502,唇音,全濁,並,並1
躠,躠,桑割,桑割,3476,切3 王1 王2 王3 唐曷韻 P3694背 広曷韻,5:12:曷,5:11:末,519b0704,齒音,全清,心,心開1
怛,怛,當割,當割,3477,切3 王1 王2 王3 P3694背 広曷韻 當[ ] 唐曷韻,5:12:曷,5:11:末,519a0301,舌音,全清,端,端開1
闥,闥,他達,他達,3478,切3 王1 王2 王3 唐曷韻 P3694背 広曷韻,5:12:曷,5:11:末,519a0404,舌音,次清,透,透開1
遏,遏,烏葛,烏葛,3479,切3 王1 王2 唐曷韻 P3694背 広曷韻 烏割 王3,5:12:曷,5:11:末,519a0601,喉音,全清,影,影開1
剌,剌,盧達,盧達,3480,切3 王1 王2 王3 唐曷韻 広曷韻,5:12:曷,5:11:末,519a0706,半舌音,清濁,來,來開1
渴,渴,苦曷,苦割,3481,切3 王1 王2 王3 唐曷韻 苦曷 広曷韻,5:12:曷,5:11:末,519a0908,牙音,次清,溪,溪開1
達,達,唐割,陁割,3482,切3 王1 王2 王3 唐曷韻 唐割 広曷韻,5:12:曷,5:11:末,519b0105,舌音,全濁,定,定開1
𡾃,𡾃,才割,才割,3483,切3 王1 王3 広曷韻 才達 王2,5:12:曷,5:11:末,519b0202,齒音,全濁,從,從開1
嶭,嶭,五割,五割,3484,切3 王1 王2 王3 唐曷韻 広曷韻,5:12:曷,5:11:末,519b0303,牙音,清濁,疑,疑開1
葛,葛,古達,古達,3485,切3 王1 王2 王3 唐曷韻 広曷韻,5:12:曷,5:11:末,519b0503,牙音,全清,見,見開1
曷,褐,胡葛,胡葛,3486,切3 王1 王2 王3 広。曷曷韻 [ ]葛 唐。曷曷韻,5:12:曷,5:11:末,518b1001,喉音,全濁,匣,匣開1
䫘,䫘,許葛,許葛,3487,切3 王1 王2 王3 広曷韻 許[ ] 唐曷韻,5:12:曷,5:11:末,519a0201,喉音,全清,曉,曉開1
捺,捺,奴曷,奴曷,3488,切3 王1 王2 王3 唐曷韻 広曷韻,5:12:曷,5:11:末,519b0907,舌音,清濁,泥,泥開1
攃,攃,七曷,七曷,3489,切3 王1 王2 王3 唐曷韻 広曷韻,5:12:曷,5:11:末,519b0904,齒音,次清,清,清開1
柮,柮,藏活,藏活,3490,広 蔵活 唐 ナシ 切3 王1 王2 王3,5:13:末,5:11:末,520a0506,齒音,全濁,從,從合1
䔾,䔾,矛割,予割,3491,広曷韻 ナシ 切3 王1 王2 王3 唐,5:12:曷,5:11:末,519b1003,唇音,清濁,明,羊開4
黠,黠,胡八,胡八,3492,切3 王1 王2 王3 唐 広 / 切3 王1 王2 王3 P2017 広 胡[ ] 唐,5:14:黠,5:12:黠,521a1001,喉音,全濁,匣,匣開2
札,札,側八,側八,3493,切3 王1 王2 王3 唐 広,5:14:黠,5:12:黠,521a1005,齒音,全清,照二,莊開2
拔,拔,蒲八,蒲八,3494,切3 王1 王3 広 蒱八 王2 唐,5:14:黠,5:12:黠,521b0106,唇音,全濁,並,並2
𤫶,𤫶,恪八,恪八,3495,切3 王2 唐 広 苦八 王1 王2,5:14:黠,5:12:黠,521b0203,牙音,次清,溪,溪開2
滑,滑,戸八,戸八,3496,切3 王1 王2 王3 唐 広,5:14:黠,5:12:黠,521b0402,喉音,全濁,匣,匣合2
八,八,博拔,博拔,3497,切3 王1 王2 王3 唐 広,5:14:黠,5:12:黠,521b0605,,,幫,幫2
窡,窡,丁滑,丁滑,3498,切3 王1 王2 王3 唐 広,5:14:黠,5:12:黠,521b0708,舌音,全清,端,端合2
豽,豽,女滑,女滑,3499,切3 王1 王2 王3 唐 広,5:14:黠,5:12:黠,521b0903,舌音,清濁,孃,泥合2
婠,嗗,烏八,烏八,3500,切3 王1 王2 王3 唐。婠 広。婠,5:14:黠,5:12:黠,521b0804,喉音,全清,影,影合2
𪙻,𪙻,初八,初八,3501,切3 王1 王2 王3 唐 広,5:14:黠,5:12:黠,521b1002,齒音,次清,穿二,初開2
劀,𠟽,古滑,古滑,3502,切3 王1 王2 王3 唐 広,5:14:黠,5:12:黠,522a0105,牙音,全清,見,見合2
戛,戛,古黠,古黠,3503,切3 王1 王2 王3 唐 広,5:14:黠,5:12:黠,522a0203,牙音,全清,見,見合2
軋,軋,烏黠,烏黠,3504,切3 王1 王3 唐 広 烏八 王2,5:14:黠,5:12:黠,522a0501,喉音,全清,影,影開2
殺,殺,所八,所八,3505,切3 王1 王2 王3 唐 広,5:14:黠,5:12:黠,522a0603,齒音,全清,審二,生開2
㑻,㑻,莫八,莫八,3506,切3 王1 王2 王3 広,5:14:黠,5:12:黠,522a0703,唇音,清濁,明,明2
傄,傄,呼八,呼八,3507,切3 王2 王3 唐 広 [ ]八 王1,5:14:黠,5:12:黠,522a0803,喉音,全清,曉,曉合2
痆,痆,女黠,女黠,3508,切3 王1 王2 王3 唐 広,5:14:黠,5:12:黠,522a0805,舌音,清濁,孃,泥開2
𦤙,𦤙,五骨,五滑,3509,王1 王2 王3 唐 五骨 広 女滑 切3,5:14:黠,5:12:黠,522a0808,牙音,清濁,疑,疑合2
䯇,䯇,口滑,口滑,3510,切3 王1 王3 唐 広 口八 王2,5:14:黠,5:12:黠,522a0903,牙音,次清,溪,溪合2
汃,汃,普八,普八,3511,王1 王2 王3 唐 広 ナシ 切3,5:14:黠,5:12:黠,522a0904,唇音,次清,滂,滂2
茁,茁,鄒滑,鄒滑,3512,広 ナシ 切3 王1 王2 王3 唐,5:14:黠,5:12:黠,522a1002,齒音,全清,照二,莊合2
鎋,鎋,胡瞎,胡瞎,3513,切3 王1 王2 唐 広 胡八 王1 /切3 王1 王2 王3 P2017 広,5:15:鎋,5:13:鎋,522b0101,喉音,全濁,匣,匣開2
𪆰,𪆰,乙鎋,乙鎋,3514,切3 王1 王2 王3 唐 広,5:15:鎋,5:13:鎋,522b0304,喉音,全清,影,影開2
齾,齾,五鎋,五鎋,3515,切3 王1 王3 唐 広 吾鎋 王2,5:15:鎋,5:13:鎋,522b0401,牙音,清濁,疑,疑開2
刹,刹,初鎋,初鎋,3516,切3 王1 王2 王3 唐 広,5:15:鎋,5:13:鎋,522b0405,齒音,次清,穿二,初開2
瞎,瞎,許鎋,許鎋,3517,切3 王1 王2 王3 唐 広,5:15:鎋,5:13:鎋,522b0504,喉音,全清,曉,曉開2
𥴭,𥴭,枯鎋,枯鎋,3518,切3 王1 王2 王3 唐 広,5:15:鎋,5:13:鎋,522b0407,牙音,次清,溪,溪開2
獺,獺,他鎋,他鎋,3519,切3 王1 王2 王3 唐 広,5:15:鎋,5:13:鎋,522b0602,舌音,次清,透,透開2
,𤷈,,女鎋,3520,#N/A,,5:13:鎋,,,,,泥開2
刮,刮,古䫄,古䫄,3521,切3 王1 王2 王3 唐 広,5:15:鎋,5:13:鎋,522b0603,牙音,全清,見,見合2
䫄,䫄,丑刮,丑刮,3522,切3 王1 王2 王3 唐 広,5:15:鎋,5:13:鎋,522b0803,舌音,次清,徹,透合2
頢,頢,下刮,下刮,3523,切3 王1 王2 王3 唐 広,5:15:鎋,5:13:鎋,522b0703,喉音,全濁,匣,匣合2
鵽,鵽,丁刮,丁刮,3524,切3 王1 王2 王3 広 丁乱 唐,5:15:鎋,5:13:鎋,522b0805,舌音,全清,端,端合2
刖,刖,五刮,五刮,3525,切3 王2 唐 広 [ ]刮 王1 五割 王3,5:15:鎋,5:13:鎋,522b1001,牙音,清濁,疑,疑合2
妠,妠,女刮,女刮,3526,切3 王1 王2 王3 唐 広,5:15:鎋,5:13:鎋,523a0107,舌音,清濁,孃,泥合2
䵵,䵵,初刮,初刮,3527,切3 王1 王2 王3 唐 広,5:15:鎋,5:13:鎋,523a0101,齒音,次清,穿二,初合2
𥗥,𥗥,莫鎋,慕鎋,3528,切3 王1 唐 莫鎋 王2 王3 広,5:15:鎋,5:13:鎋,523a0103,唇音,清濁,明,明2
捌,捌,百鎋,百鎋,3529,切3 王1 王2 王3 唐 広,5:15:鎋,5:13:鎋,523a0203,,,幫,幫2
𪈟,𪈟,古鎋,古鎋,3530,切3 王2 王3 唐 広,5:15:鎋,5:13:鎋,523a0205,牙音,全清,見,見開2
𩭿,𩭿,而轄,而鎋,3531,王2 而轄 広 ナシ 切3 王1 王3 唐,5:15:鎋,5:13:鎋,523a0405,半齒音,清濁,日,日開3
,⿰目舌,,荒刮,3532,#N/A,,5:13:鎋,,,,,曉合2
刷,刷,數刮,數刮,3533,広 ナシ 切3 王1 王2 王3 唐,5:15:鎋,5:13:鎋,522b0903,齒音,全清,審二,生2
𨰉,𨰉,査鎋,査鎋,3534,広 ナシ 切3 王1 王2 王3 唐,5:15:鎋,5:13:鎋,523a0304,齒音,全濁,牀二,崇2
哳,哳,陟鎋,陟鎋,3535,広 ナシ 切3 王1 王2 王3 唐,5:15:鎋,5:13:鎋,523a0401,舌音,全清,知,端3
屑,屑,先結,先結,3536,切3 王1 王2 王3 唐 広 /切3 王1 王2 王3 唐 P2017 広,5:16:屑,5:14:屑,523a0501,齒音,全清,心,心開4
切,切,千結,千結,3537,切3 王1 王2 王3 唐 広,5:16:屑,5:14:屑,523a0703,齒音,次清,清,清開4
結,結,古屑,古屑,3538,切3 王1 王2 王3 唐 広,5:16:屑,5:14:屑,523a0805,牙音,全清,見,見開4
節,節,子結,子結,3539,切3 王1 王2 王3 唐 広,5:16:屑,5:14:屑,523b0101,齒音,全清,精,精開4
血,血,呼決,呼決,3540,王2 王3 広 呼玦 切3 唐,5:16:屑,5:14:屑,523b0302,喉音,全清,曉,曉合4
闋,闋,苦穴,苦穴,3541,王1 王2 王3 唐 広 古穴 切3,5:16:屑,5:14:屑,523b0503,牙音,次清,溪,溪合4
玦,玦,古穴,古穴,3542,切3 王2 王3 唐 広,5:16:屑,5:14:屑,523b0507,牙音,全清,見,見合4
穴,穴,胡決,胡玦,3543,切3 王1 王2 王3 胡[ ] 唐 胡決 広,5:16:屑,5:14:屑,523b1008,喉音,全濁,匣,匣合4
抉,抉,於決,於决,3544,切3 王1 王3 唐 於穴 王2 於決 広,5:16:屑,5:14:屑,524a0104,喉音,全清,影,影合4
姪,姪,徒結,徒結,3545,王1 王2 王3 唐 広 徒■ 切3,5:16:屑,5:14:屑,524a0204,舌音,全濁,定,定開4
鐵,鐵,他結,他結,3546,切3 王1 王2 王3 唐 広,5:16:屑,5:14:屑,524a0803,舌音,次清,透,透開4
纈,纈,胡結,胡結,3547,切3 王1 王2 王3 唐 広,5:16:屑,5:14:屑,524b0102,喉音,全濁,匣,匣開4
涅,涅,奴結,奴結,3548,切3 王1 王2 王3 唐 広,5:16:屑,5:14:屑,524b0408,舌音,清濁,泥,泥開4
𢧵,𢧵,昨結,昨結,3549,王1 王2 王3 唐 広 作結 切3,5:16:屑,5:14:屑,524b0606,齒音,全濁,從,從開4
齧,齧,五結,五結,3550,切3 王2 王3 唐 広 [ ]結 王1,5:16:屑,5:14:屑,524b0706,牙音,清濁,疑,疑開4
蔑,蔑,莫結,莫結,3551,切3 王1 王2 王3 唐 広,5:16:屑,5:14:屑,524b1002,唇音,清濁,明,明4
㢼,㢼,方結,方結,3552,切3 王1 王2 王3 唐 広,5:16:屑,5:14:屑,525a0307,,,幫,幫4
噎,噎,烏結,烏結,3553,切3 王1 王2 王3 唐 広,5:16:屑,5:14:屑,525a0502,喉音,全清,影,影開4
猰,猰,苦結,苦結,3554,切3 王2 王3 唐 広,5:16:屑,5:14:屑,525a0602,牙音,次清,溪,溪開4
㚛,㚛,虎結,虎結,3555,切3 王1 王2 王3 唐 広,5:16:屑,5:14:屑,525a0705,喉音,全清,曉,曉開4
撆,撆,普蔑,普篾,3556,切3 王1 王2 王3 唐 普蔑 広,5:16:屑,5:14:屑,525a0806,唇音,次清,滂,滂4
蹩,蹩,蒲結,蒲結,3557,切3 王2 王3 唐 蒱結 王2 唐,5:16:屑,5:14:屑,525a1003,唇音,全濁,並,並4
窒,窒,丁結,丁結,3558,切3 王2 王3 唐 広,5:16:屑,5:14:屑,525b0204,舌音,全清,端,端開4
𥸸,𥸸,練結,練結,3559,切3 王2 王3 唐 広,5:16:屑,5:14:屑,525b0303,半舌音,清濁,來,來開4
薛,薛,私列,私列,3560,切3 王3 唐 広 私結 王3 / 切3 王1 王2 王3 唐 P2017 広,5:17:薛,5:15:薛,525b0501,齒音,全清,心,心開4
列,列,良辥,呂薛,3561,切3 王2 良薛 唐 良辥 広 呂結 王3,5:17:薛,5:15:薛,525b0908,半舌音,清濁,來,來開3
哲,哲,陟列,陟列,3562,切3 王2 王3 唐 広 ,5:17:薛,5:15:薛,526a0308,舌音,全清,知,端開3
傑,傑,渠列,渠列,3563,切3 王2 唐 広　渠烈 王3,5:17:薛,5:15:薛,526a0405,牙音,全濁,羣,羣開B
熱,熱,如列,如列,3564,切3 王2 王3 唐 広 ,5:17:薛,5:15:薛,526a0701,半齒音,清濁,日,日開3
晢,晢,旨熱,旨熱,3565,切3 王2 王3 唐 広 ,5:17:薛,5:15:薛,526a0703,齒音,全清,照三,章開3
舌,舌,食列,食列,3566,切3 王2 王3 唐 広 ,5:17:薛,5:15:薛,526a0806,齒音,全濁,牀三,船開3
孼,孼,魚列,魚列,3567,切3 王2 王3 唐 広 ,5:17:薛,5:15:薛,526a1003,牙音,清濁,疑,疑開3
朅,朅,丘謁,去竭,3568,切3 王2 王3 丘竭 唐 広 ,5:17:薛,5:15:薛,526b0401,牙音,次清,溪,溪開B
滅,滅,亡列,亡列,3569,王2 王3 唐 広 亡別 切3,5:17:薛,5:15:薛,526b0303,唇音,清濁,明,明A
鷩,鷩,并列,并列,3570,切3 王2 王3 唐 広 ,5:17:薛,5:15:薛,526b0406,,,幫,幫A
絕,絕,情雪,情雪,3571,切3 王2 王3 唐 P5531-3 雪韻 広 ,5:17:薛,5:15:薛,526b0507,齒音,全濁,從,從合4
蕝,蕝,子悦,子悦,3572,切3 王2 王3 唐 広　子雪　P5531-3 雪韻,5:17:薛,5:15:薛,526b0601,齒音,全清,精,精合4
雪,雪,相絶,相絶,3573,切3 王2 王3 唐 広　相悦　P5531-3 雪韻,5:17:薛,5:15:薛,526b0604,齒音,全清,心,心合4
𤿫,𤿫,丑悦,丑劣,3574,切3 王2 王3 P5531-3 雪韻　勅列 唐 丑悦 広,5:17:薛,5:15:薛,526b0704,舌音,次清,徹,透合3
悅,悅,弋雪,翼雪,3575,切3 王2 王3 以雪 P5531-3 雪韻　弋雪 唐 広,5:17:薛,5:15:薛,526b0801,喉音,清濁,喩,羊合4
缺,缺,傾雪,傾雪,3576,切3 王2 王3 唐 広 頃雪 P5531-3 雪韻,5:17:薛,5:15:薛,526b0905,牙音,次清,溪,溪合A
噦,噦,乙劣,乙劣,3577,王3 唐 P5531-3 雪韻 広,5:17:薛,5:15:薛,526b1002,喉音,全清,影,影合B
𤑔,爇,如劣,如雪,3578,#N/A,5:17:薛,5:15:薛,526b1003,半齒音,清濁,日,日合3
說,說,失𤑔,失爇,3579,切3 王3 広 失熱 王2 失悦 P5531-3 雪韻 広,5:17:薛,5:15:薛,527a0101,齒音,全清,審三,書合3
拙,拙,職悦,職雪,3580,切3 王2 王3 職悦 唐 P5531-3 雪韻 広 ,5:17:薛,5:15:薛,527a0102,齒音,全清,照三,章合3
歠,歠,昌悦,昌雪,3581,切3 王2 王3 昌[ ] P5531-3 雪韻 昌悦 唐 広 ,5:17:薛,5:15:薛,527a0302,齒音,次清,穿三,昌合3
輟,輟,陟劣,陟劣,3582,切3 王2 王3 唐 P5531-3 雪韻 広 ,5:17:薛,5:15:薛,527a0304,舌音,全清,知,端合3
劣,劣,力輟,力惙,3583,切3 王2 王3 力拙 唐 P5531-3 雪韻 広 ,5:17:薛,5:15:薛,527a0505,半舌音,清濁,來,來合3
瞥,𧢍,芳滅,芳滅,3584,#N/A,5:17:薛,5:15:薛,527a0803,唇音,次清,滂,滂A
別,別,皮列,憑列,3585,切3 王2 王3 唐 P5531-3 雪韻 如劣 唐 広,5:17:薛,5:15:薛,527a0903,唇音,全濁,並,並B
䇷,䇷,方別,方別,3586,切3 唐 變別 王2 兵列 王3 方別 広,5:17:薛,5:15:薛,527a1006,,,幫,幫B
轍,轍,直列,直列,3587,切3 王1 王2 王3 唐 P5531-3 広 ,5:17:薛,5:15:薛,527a1001,舌音,全濁,澄,定開3
㕞,刷,所劣,所劣,3588,#N/A,5:17:薛,5:15:薛,527b0105,齒音,全清,審二,生合2
孑,孑,居列,居列,3589,切3 王2 王3 唐  広,5:17:薛,5:15:薛,527b0202,牙音,全清,見,見開A
設,設,識列,識列,3590,切3 王1 王3 P5531-3 広 式列 王2,5:17:薛,5:15:薛,527b0208,齒音,全清,審三,書開3
𥄎,𥄎,許劣,許劣,3591,王1 王3 唐 P5531-3 雪韻 広 許列 王2,5:17:薛,5:15:薛,527b0303,喉音,全清,曉,曉合B
吶,吶,女劣,女劣,3592,切3 王2 王3 広 芳劣 唐,5:17:薛,5:15:薛,527b0302,舌音,清濁,孃,泥合3
吶,嫳,女劣,扶列,3593,切3 王2 王3 広 芳劣 唐,5:17:薛,5:15:薛,527b0302,舌音,清濁,孃,並A
妜,妜,於悦,於悦,3594,切3 王2 王3 唐 P5531-3 雪韻 広,5:17:薛,5:15:薛,527b0402,喉音,全清,影,影合A
蹶,蹶,紀劣,紀劣,3595,切3 王2 王3 P5531-3 雪韻 広 紀[ ] 唐,5:17:薛,5:15:薛,527b0403,牙音,全清,見,見合B
茁,茁,側劣,側劣,3596,広 ナシ 切3 王1 王2 王3 唐,5:17:薛,5:15:薛,527b0504,齒音,全清,照二,莊合2
膬,膬,七絶,七絶,3597,切3 王1 王2 王3 唐 P5531-3 雪韻 広 ,5:17:薛,5:15:薛,527b0506,齒音,次清,清,清合4
蠽,𧓷,姉列,姉列,3598,#N/A,5:17:薛,5:15:薛,527b0603,齒音,全清,精,精開4
樧,樧,山列,山列,3599,切3 王1 王2 王3 唐 P5531-3 広 ,5:17:薛,5:15:薛,527b0703,齒音,全清,審二,生開2
焆,焆,於列,於列,3600,切3 王1 王2 王3 唐 P5531-3 広 ,5:17:薛,5:15:薛,527b0704,喉音,全清,影,影開B
屮,屮,丑列,丑列,3601,切3 王2 唐 P5531-3 扶別 王3 ,5:17:薛,5:15:薛,527b0706,舌音,次清,徹,透開3
娎,娎,許列,許列,3602,切3 王1 王2 王3 唐 P5531-3 広 ,5:17:薛,5:15:薛,527b0807,喉音,全清,曉,曉開B
啜,啜,姝雪,樹雪,3603,切3 王1 王2 處雪 王3 常悦 P5531-3雪韻 殊雪 唐 姝雪　広,5:17:薛,5:15:薛,527b0902,【誤】,【誤】,【誤】,常合3
㔍,㔍,厠列,厠列,3604,唐 P5531-3 広 厠別 王2 王3 厠[ ] 王1 厠滑 切3,5:17:薛,5:15:薛,527b0903,齒音,次清,穿二,初開2
㿱,乴,寺絶,寺絶,3605,#N/A,5:17:薛,5:15:薛,527b0904,齒音,全濁,邪,邪合4
掣,掣,昌列,昌列,3606,王1 王2 王3 唐 広　子列 切3 ,5:17:薛,5:15:薛,527b1001,齒音,次清,穿三,昌開3
折,折,常列,常徹,3607,唐 常列 P5531-3⿱折刀 広 ナシ 切3 王1 王2 王3,5:17:薛,5:15:薛,526a1002,齒音,全濁,禪,常開3
抴,拽,羊列,羊列,3608,#N/A,5:17:薛,5:15:薛,527b1003,喉音,清濁,喩,羊開4
𨵊,鞨,土列,士列,3609,#N/A,5:17:薛,5:15:薛,527b1004,舌音,次清,透,崇開2
,丿,,普折,3610,#N/A,,5:15:薛,,,,,滂B
,⿰臬乞,,丘列,3611,#N/A,,5:15:薛,,,,,溪開A
錫,錫,先撃,先撃,3612,切3 王1 王2 王3 唐 P5531-3 広/切3 王1 王3 唐 P2017 P3694表 広,5:23:錫,5:16:錫,537b0401,齒音,全清,心,心開4
激,激,古歴,古歴,3613,切3 王1 王2 王3 唐 P5531-3 広,5:23:錫,5:16:錫,537b0606,牙音,全清,見,見開4
霹,霹,普撃,普激,3614,切3 王1 王2 王3 普歴 P5531-3 普撃 唐 広,5:23:錫,5:16:錫,537b0707,唇音,次清,滂,滂4
靂,靂,郎撃,閭激,3615,切3歴 王1 王2 王3 郎撃 唐 広,5:23:錫,5:16:錫,537b0805,半舌音,清濁,來,來開4
